player_id,player_slug,first_name,last_name,player_url,flag_code,residence,birthplace,birthdate,birth_year,birth_month,birth_day,turned_pro,weight_lbs,weight_kg,height_ft,height_inches,height_cm,handedness,backhand,displayname
h032,charles-honey,Charles,Honey,http://www.atpworldtour.com/en/players/charles-honey/h032/overview,RSA,,,1962.02.13,1962.0,2.0,13.0,,170.0,77.0,"6'1""",73.0,185.0,,,Honey C.
h030,greg-holmes,Greg,Holmes,http://www.atpworldtour.com/en/players/greg-holmes/h030/overview,USA,,"Covina, CA, U.S.A.",1963.08.29,1963.0,8.0,29.0,,160.0,73.0,"5'10""",70.0,178.0,,,Holmes G.
h035,shoichi-horiuchi,Shoichi,Horiuchi,http://www.atpworldtour.com/en/players/shoichi-horiuchi/h035/overview,JPN,,,,,,,,,,,,,,,Horiuchi S.
h039,maurice-hunter,Maurice,Hunter,http://www.atpworldtour.com/en/players/maurice-hunter/h039/overview,USA,,"Hollywood, California, USA",1957.01.27,1957.0,1.0,27.0,,,,,,,,,Hunter M.
h036,dale-houston,Dale,Houston,http://www.atpworldtour.com/en/players/dale-houston/h036/overview,AUS,,"Sydney, NSW, Australia",1961.11.15,1961.0,11.0,15.0,,178.0,81.0,"6'2""",74.0,188.0,,,Houston D.
h040,bullus-hussaini,Bullus,Hussaini,http://www.atpworldtour.com/en/players/bullus-hussaini/h040/overview,NGR,,,,,,,,,,,,,,,Hussaini B.
h041,jean-louis-haillet,Jean-Louis,Haillet,http://www.atpworldtour.com/en/players/jean-louis-haillet/h041/overview,FRA,,"Nice, France",1954.05.07,1954.0,5.0,7.0,,,,,,,,,Haillet J.
h044,rolf-hertzog,Rolf,Hertzog,http://www.atpworldtour.com/en/players/rolf-hertzog/h044/overview,SUI,,"Zurich, Switzerland",1968.04.25,1968.0,4.0,25.0,,163.0,74.0,"5'10""",70.0,178.0,,,Hertzog R.
h048,lawrence-hall,Lawrence,Hall,http://www.atpworldtour.com/en/players/lawrence-hall/h048/overview,AUS,,,,,,,,,,,,,,,Hall L.
h052,garth-haynes,Garth,Haynes,http://www.atpworldtour.com/en/players/garth-haynes/h052/overview,USA,,,,,,,,,,,,,,,Haynes G.
h054,james-chico-hagey,James Chico,Hagey,http://www.atpworldtour.com/en/players/james-chico-hagey/h054/overview,USA,,"Evanston, IL, U.S.A.",1953.02.25,1953.0,2.0,25.0,,,,,,,,,Hagey J.
h053,wes-horskins,Wes,Horskins,http://www.atpworldtour.com/en/players/wes-horskins/h053/overview,AUS,,,,,,,,,,,,,,,Horskins W.
h055,greg-halder,Greg,Halder,http://www.atpworldtour.com/en/players/greg-halder/h055/overview,CAN,,"Toronto, Ontario, Canada",1955.12.05,1955.0,12.0,5.0,,175.0,79.0,"6'2""",74.0,188.0,,,Halder G.
h056,george-hardie,George,Hardie,http://www.atpworldtour.com/en/players/george-hardie/h056/overview,USA,,"Long Beach, CA, USA",1953.02.19,1953.0,2.0,19.0,,,,,,,,,Hardie G.
h057,ian-harris,Ian,Harris,http://www.atpworldtour.com/en/players/ian-harris/h057/overview,USA,,,1952.11.16,1952.0,11.0,16.0,,,,,,,,,Harris I.
h058,bob-hewitt,Bob,Hewitt,http://www.atpworldtour.com/en/players/bob-hewitt/h058/overview,RSA,,"Dubbo, NSW, Australia",1940.01.12,1940.0,1.0,12.0,,205.0,93.0,"6'3""",75.0,191.0,,,Hewitt B.
h061,ron-holmberg,Ron,Holmberg,http://www.atpworldtour.com/en/players/ron-holmberg/h061/overview,USA,,"Brooklyn, NY",1938.01.27,1938.0,1.0,27.0,,205.0,93.0,"6'1""",73.0,185.0,,,Holmberg R.
h063,glen-holroyd,Glen,Holroyd,http://www.atpworldtour.com/en/players/glen-holroyd/h063/overview,USA,,,1954.09.25,1954.0,9.0,25.0,,,,,,,,,Holroyd G.
h050,hans-hansson,Hans,Hansson,http://www.atpworldtour.com/en/players/hans-hansson/h050/overview,AUS,,,,,,,,,,,,,,,Hansson H.
h062,norman-holmes,Norman,Holmes,http://www.atpworldtour.com/en/players/norman-holmes/h062/overview,USA,,"Melbourne, Florida, USA",1949.10.05,1949.0,10.0,5.0,,,,,,,,,Holmes N.
h064,humphrey-hose,Humphrey,Hose,http://www.atpworldtour.com/en/players/humphrey-hose/h064/overview,VEN,,"Willemstad, Curacao",1947.05.04,1947.0,5.0,4.0,,,,,,,,,Hose H.
h065,hubertus-hoyt,Hubertus,Hoyt,http://www.atpworldtour.com/en/players/hubertus-hoyt/h065/overview,USA,,"Newburgh, New York, USA",1955.11.03,1955.0,11.0,3.0,,,,,,,,,Hoyt H.
h069,frank-hamonet,Frank,Hamonet,http://www.atpworldtour.com/en/players/frank-hamonet/h069/overview,FRA,,,,,,,,,,,,,,,Hamonet F.
h068,ola-hellgren,Ola,Hellgren,http://www.atpworldtour.com/en/players/ola-hellgren/h068/overview,SWE,,,,,,,,,,,,,,,Hellgren O.
h066,jiri-hrebec,Jiri,Hrebec,http://www.atpworldtour.com/en/players/jiri-hrebec/h066/overview,CZE,,"Teplice, Czechoslovakia",1950.09.19,1950.0,9.0,19.0,,,,,,,,,Hrebec J.
h067,max-hurlimann,Max,Hurlimann,http://www.atpworldtour.com/en/players/max-hurlimann/h067/overview,SUI,,,1951.07.30,1951.0,7.0,30.0,,,,,,,,,Hurlimann M.
h072,joe-heldmann,Joe,Heldmann,http://www.atpworldtour.com/en/players/joe-heldmann/h072/overview,USA,,"Warren, New Jersey, USA",1964.01.10,1964.0,1.0,10.0,,,,,,,,,Heldmann J.
h076,mark-holland,Mark,Holland,http://www.atpworldtour.com/en/players/mark-holland/h076/overview,GBR,,"Warks, England",,,,,,,,,,,,,Holland M.
h074,anders-henricsson,Anders,Henricsson,http://www.atpworldtour.com/en/players/anders-henricsson/h074/overview,SWE,,,,,,,,,,,,,,,Henricsson A.
h081,per-hegna,Per,Hegna,http://www.atpworldtour.com/en/players/per-hegna/h081/overview,NOR,,,,,,,,,,,,,,,Hegna P.
h088,carl-axel-hageskog,Carl-Axel,Hageskog,http://www.atpworldtour.com/en/players/carl-axel-hageskog/h088/overview,SWE,,,,,,,,,,,,,,,Hageskog C.
h084,wayne-hearn,Wayne,Hearn,http://www.atpworldtour.com/en/players/wayne-hearn/h084/overview,USA,,"Charlotte, NC, U.S.A.",1962.08.05,1962.0,8.0,5.0,,185.0,84.0,"6'2""",74.0,188.0,,,Hearn W.
h090,mark-harner,Mark,Harner,http://www.atpworldtour.com/en/players/mark-harner/h090/overview,USA,,,,,,,,,,,,,,,Harner M.
h097,pavel-hutka,Pavel,Hutka,http://www.atpworldtour.com/en/players/pavel-hutka/h097/overview,CZE,,"Sumperk, Czechoslovakia",1949.02.28,1949.0,2.0,28.0,,,,,,,,,Hutka P.
h101,patrice-hagelauer,Patrice,Hagelauer,http://www.atpworldtour.com/en/players/patrice-hagelauer/h101/overview,FRA,,"Marrakech, Morocco",1948.01.05,1948.0,1.0,5.0,,193.0,88.0,"6'2""",74.0,188.0,,,Hagelauer P.
h098,rudy-hernando,Rudy,Hernando,http://www.atpworldtour.com/en/players/rudy-hernando/h098/overview,USA,,"Detroit, MI, USA",1939.06.10,1939.0,6.0,10.0,,,,,,,,,Hernando R.
h104,yoshiya-hamano,Yoshiya,Hamano,http://www.atpworldtour.com/en/players/yoshiya-hamano/h104/overview,JPN,,,,,,,,,,,,,,,Hamano Y.
h111,a-hernandez,A.,Hernandez,http://www.atpworldtour.com/en/players/a-hernandez/h111/overview,MEX,,,,,,,,,,,,,,,Hernandez A.
h112,brad-hibbert,Brad,Hibbert,http://www.atpworldtour.com/en/players/brad-hibbert/h112/overview,NZL,,,,,,,,,,,,,,,Hibbert B.
h116,robert-hubbard,Robert,Hubbard,http://www.atpworldtour.com/en/players/robert-hubbard/h116/overview,USA,,,,,,,,,,,,,,,Hubbard R.
h120,mike-harrington,Mike,Harrington,http://www.atpworldtour.com/en/players/mike-harrington/h120/overview,USA,,,,,,,,,,,,,,,Harrington M.
h127,patrick-hombergen,Patrick,Hombergen,http://www.atpworldtour.com/en/players/patrick-hombergen/h127/overview,BEL,,,1946.09.08,1946.0,9.0,8.0,,,,,,,,,Hombergen P.
h128,paul-hutchins,Paul,Hutchins,http://www.atpworldtour.com/en/players/paul-hutchins/h128/overview,GBR,,"Bristol, England",1945.04.05,1945.0,4.0,5.0,,,,,,,,,Hutchins P.
h130,bob-howe,Bob,Howe,http://www.atpworldtour.com/en/players/bob-howe/h130/overview,AUS,,"Sydney, NSW, Australia",1925.08.03,1925.0,8.0,3.0,,168.0,76.0,"6'0""",72.0,183.0,,,Howe B.
h129,william-higgins,William,Higgins,http://www.atpworldtour.com/en/players/william-higgins/h129/overview,USA,,"Lawton, OK, U.S.A.",1942.04.02,1942.0,4.0,2.0,,,,,,,,,Higgins W.
h131,robert-haillet,Robert,Haillet,http://www.atpworldtour.com/en/players/robert-haillet/h131/overview,FRA,,,,,,,,,,,,,,,Haillet R.
h132,lew-hoad,Lew,Hoad,http://www.atpworldtour.com/en/players/lew-hoad/h132/overview,AUS,,Glebe,1934.11.23,1934.0,11.0,23.0,,,,,,,,,Hoad L.
h134,jay-harvey,Jay,Harvey,http://www.atpworldtour.com/en/players/jay-harvey/h134/overview,AUS,,,,,,,,,,,,,,,Harvey J.
h133,anthony-hammond,Anthony,Hammond,http://www.atpworldtour.com/en/players/anthony-hammond/h133/overview,AUS,,,,,,,,,,,,,,,Hammond A.
h136,keith-hancock,Keith,Hancock,http://www.atpworldtour.com/en/players/keith-hancock/h136/overview,AUS,,,,,,,,,,,,,,,Hancock K.
h140,john-holladay,John,Holladay,http://www.atpworldtour.com/en/players/john-holladay/h140/overview,USA,,,,,,,,,,,,,,,Holladay J.
h139,peter-hampton,Peter,Hampton,http://www.atpworldtour.com/en/players/peter-hampton/h139/overview,NZL,,,,,,,,,,,,,,,Hampton P.
h141,bob-hochstadter,Bob,Hochstadter,http://www.atpworldtour.com/en/players/bob-hochstadter/h141/overview,USA,,,,,,,,,,,,,,,Hochstadter B.
h145,juan-manuel-hidalgo,Juan-Manuel,Hidalgo,http://www.atpworldtour.com/en/players/juan-manuel-hidalgo/h145/overview,ESP,,,,,,,,,,,,,,,Hidalgo J.
h144,william-harris,William,Harris,http://www.atpworldtour.com/en/players/william-harris/h144/overview,USA,,"West Palm Beach, FL",1947.01.14,1947.0,1.0,14.0,,,,,,,,,Harris W.
h147,steven-harley,Steven,Harley,http://www.atpworldtour.com/en/players/steven-harley/h147/overview,NZL,,,,,,,,,,,,,,,Harley S.
h148,crawford-henry,Crawford,Henry,http://www.atpworldtour.com/en/players/crawford-henry/h148/overview,USA,,,,,,,,,,,,,,,Henry C.
h152,michael-hickey,Michael,Hickey,http://www.atpworldtour.com/en/players/michael-hickey/h152/overview,IRL,,,,,,,,,,,,,,,Hickey M.
h155,per-henricsson,Per,Henricsson,http://www.atpworldtour.com/en/players/per-henricsson/h155/overview,SWE,,"Stockholm, Sweden",1969.08.09,1969.0,8.0,9.0,,165.0,75.0,"6'3""",75.0,191.0,,,Henricsson P.
h156,ted-hoehn,Ted,Hoehn,http://www.atpworldtour.com/en/players/ted-hoehn/h156/overview,USA,,,,,,,,,,,,,,,Hoehn T.
h166,jan-hordijk,Jan,Hordijk,http://www.atpworldtour.com/en/players/jan-hordijk/h166/overview,NED,,,,,,,,,,,,,,,Hordijk J.
h167,stefan-heckmanns,Stefan,Heckmanns,http://www.atpworldtour.com/en/players/stefan-heckmanns/h167/overview,GER,,"Cologne, Germany",1963.04.06,1963.0,4.0,6.0,,190.0,86.0,"6'4""",76.0,193.0,,,Heckmanns S.
h175,john-hammill,John,Hammill,http://www.atpworldtour.com/en/players/john-hammill/h175/overview,RSA,,"Boksburg, South Africa",1941.08.25,1941.0,8.0,25.0,,,,,,,,,Hammill J.
h174,richard-hawkes,Richard,Hawkes,http://www.atpworldtour.com/en/players/richard-hawkes/h174/overview,NZL,,,,,,,,,,,,,,,Hawkes R.
h180,juan-herrera,Juan,Herrera,http://www.atpworldtour.com/en/players/juan-herrera/h180/overview,ESP,,,,,,,,,,,,,,,Herrera J.
h177,g-turner-howard,G. Turner,Howard,http://www.atpworldtour.com/en/players/g-turner-howard/h177/overview,USA,,"Knoxville, TN, U.S.A.",1947.07.24,1947.0,7.0,24.0,,,,,,,,,Howard G.
h183,rudolf-hoskowetz,Rudolf,Hoskowetz,http://www.atpworldtour.com/en/players/rudolf-hoskowetz/h183/overview,AUT,,,1946.10.12,1946.0,10.0,12.0,,,,,,,,,Hoskowetz R.
h185,r-harvey,R.,Harvey,http://www.atpworldtour.com/en/players/r-harvey/h185/overview,AUS,,,,,,,,,,,,,,,Harvey R.
h181,bo-holmstrom,Bo,Holmstrom,http://www.atpworldtour.com/en/players/bo-holmstrom/h181/overview,SWE,,,,,,,,,,,,,,,Holmstrom B.
h184,detler-herdy,Detler,Herdy,http://www.atpworldtour.com/en/players/detler-herdy/h184/overview,AUT,,,,,,,,,,,,,,,Herdy D.
h186,neal-higgins,Neal,Higgins,http://www.atpworldtour.com/en/players/neal-higgins/h186/overview,AUS,,,,,,,,,,,,,,,Higgins N.
h188,harold-hunt,Harold,Hunt,http://www.atpworldtour.com/en/players/harold-hunt/h188/overview,AUS,,,,,,,,,,,,,,,Hunt H.
h189,alan-haswell,Alan,Haswell,http://www.atpworldtour.com/en/players/alan-haswell/h189/overview,AUS,,,,,,,,,,,,,,,Haswell A.
h187,gavin-hogben,Gavin,Hogben,http://www.atpworldtour.com/en/players/gavin-hogben/h187/overview,AUS,,,,,,,,,,,,,,,Hogben G.
h190,jon-hainline,Jon,Hainline,http://www.atpworldtour.com/en/players/jon-hainline/h190/overview,USA,,"Detroit, MI, U.S.A.",1948.04.13,1948.0,4.0,13.0,,,,,,,,,Hainline J.
h197,brenton-higgins,Brenton,Higgins,http://www.atpworldtour.com/en/players/brenton-higgins/h197/overview,AUS,,,,,,,,,,,,,,,Higgins B.
h199,t-hall,T.,Hall,http://www.atpworldtour.com/en/players/t-hall/h199/overview,AUS,,,,,,,,,,,,,,,Hall T.
h191,henrik-holm,Henrik,Holm,http://www.atpworldtour.com/en/players/henrik-holm/h191/overview,SWE,"Monte Carlo, Monaco","Taby, Sweden",1968.08.22,1968.0,8.0,22.0,1988.0,170.0,77.0,"6'0""",72.0,183.0,,,Holm H.
h201,gomaa-hallaby,Gomaa,Hallaby,http://www.atpworldtour.com/en/players/gomaa-hallaby/h201/overview,EGY,,,1954.04.29,1954.0,4.0,29.0,,,,,,,,,Hallaby G.
h202,jim-hodges,Jim,Hodges,http://www.atpworldtour.com/en/players/jim-hodges/h202/overview,USA,,"Chevy Chase, Maryland, USA",1958.01.12,1958.0,1.0,12.0,,,,,,,,,Hodges J.
h203,brad-holland,Brad,Holland,http://www.atpworldtour.com/en/players/brad-holland/h203/overview,USA,,,,,,,,,,,,,,,Holland B.
h206,woody-hunt,Woody,Hunt,http://www.atpworldtour.com/en/players/woody-hunt/h206/overview,USA,,"Torrance, CA",1966.12.03,1966.0,12.0,3.0,,165.0,75.0,"5'10""",70.0,178.0,,,Hunt W.
h210,fred-hemmes,Fred,Hemmes,http://www.atpworldtour.com/en/players/fred-hemmes/h210/overview,NED,"Goirle, The Netherlands","Tilburg, The Netherlands",1981.01.28,1981.0,1.0,28.0,1999.0,172.0,78.0,"6'0""",72.0,183.0,,,Hemmes F.
h215,hadiman-hadiman,Hadiman,Hadiman,http://www.atpworldtour.com/en/players/hadiman-hadiman/h215/overview,INA,,,1950.11.29,1950.0,11.0,29.0,,,,,,,,,Hadiman H.
h218,thomas-haldin,Thomas,Haldin,http://www.atpworldtour.com/en/players/thomas-haldin/h218/overview,SWE,,"Jonkoping, Sweden",1965.07.11,1965.0,7.0,11.0,,167.0,76.0,"6'1""",73.0,185.0,,,Haldin T.
h223,paul-haarhuis,Paul,Haarhuis,http://www.atpworldtour.com/en/players/paul-haarhuis/h223/overview,NED,Monaco,"Eindhoven, Netherlands",1966.02.19,1966.0,2.0,19.0,1989.0,177.0,80.0,"6'2""",74.0,188.0,,,Haarhuis P.
h230,antonio-hartmann,Antonio,Hartmann,http://www.atpworldtour.com/en/players/antonio-hartmann/h230/overview,CHI,,,,,,,,,,,,,,,Hartmann A.
h228,luis-herrera,Luis,Herrera,http://www.atpworldtour.com/en/players/luis-herrera/h228/overview,MEX,"Mexico City, Mexico","Mexico City, Mexico",1971.08.27,1971.0,8.0,27.0,1989.0,136.0,62.0,"5'7""",67.0,170.0,,,Herrera L.
h232,rudiger-haas,Rudiger,Haas,http://www.atpworldtour.com/en/players/rudiger-haas/h232/overview,GER,,"Eberbach, Germany",1969.12.15,1969.0,12.0,15.0,,187.0,85.0,"6'4""",76.0,193.0,,,Haas R.
h234,brent-haygarth,Brent,Haygarth,http://www.atpworldtour.com/en/players/brent-haygarth/h234/overview,RSA,"Edmund, Oklahoma, USA","Durban, South Africa",1967.12.27,1967.0,12.0,27.0,1988.0,165.0,75.0,"6'1""",73.0,185.0,,,Haygarth B.
h242,peter-hajek,Peter,Hajek,http://www.atpworldtour.com/en/players/peter-hajek/h242/overview,GER,,,1975.02.23,1975.0,2.0,23.0,1995.0,172.0,78.0,"5'9""",69.0,175.0,,,Hajek P.
h239,yuval-hirsch,Yuval,Hirsch,http://www.atpworldtour.com/en/players/yuval-hirsch/h239/overview,ISR,,,,,,,,,,,,,,,Hirsch Y.
h256,mauricio-hadad,Mauricio,Hadad,http://www.atpworldtour.com/en/players/mauricio-hadad/h256/overview,COL,"Cali, Colombia","Cali, Colombia",1971.12.07,1971.0,12.0,7.0,1988.0,135.0,61.0,"5'7""",67.0,170.0,,,Hadad M.
h249,steve-herdoiza,Steve,Herdoiza,http://www.atpworldtour.com/en/players/steve-herdoiza/h249/overview,USA,,"Bloomfield Hills, MI, US",1969.07.21,1969.0,7.0,21.0,,,,,,,,,Herdoiza S.
h251,tommy-ho,Tommy,Ho,http://www.atpworldtour.com/en/players/tommy-ho/h251/overview,USA,"Houston, TX, USA","Winter Haven, FL, USA",1973.06.17,1973.0,6.0,17.0,1988.0,170.0,77.0,"6'0""",72.0,183.0,,,Ho T.
h253,gary-henderson,Gary,Henderson,http://www.atpworldtour.com/en/players/gary-henderson/h253/overview,GBR,"Sheffield, England","Northampton, England",1969.12.13,1969.0,12.0,13.0,1992.0,,,,,,,,Henderson G.
h261,sebastien-hette,Sebastien,Hette,http://www.atpworldtour.com/en/players/sebastien-hette/h261/overview,FRA,,,,,,,,,,,,,,,Hette S.
h274,sasa-hirszon,Sasa,Hirszon,http://www.atpworldtour.com/en/players/sasa-hirszon/h274/overview,CRO,,"Varazdin, Croatia",1972.07.14,1972.0,7.0,14.0,,162.0,73.0,"6'1""",73.0,185.0,,,Hirszon S.
h284,stephane-huet,Stephane,Huet,http://www.atpworldtour.com/en/players/stephane-huet/h284/overview,FRA,"Paris, France","Paris, France",1971.04.25,1971.0,4.0,25.0,1990.0,160.0,73.0,"5'11""",71.0,180.0,,,Huet S.
h285,alexis-hombrecher,Alexis,Hombrecher,http://www.atpworldtour.com/en/players/alexis-hombrecher/h285/overview,GER,,"Wertheim, Germany",1971.01.29,1971.0,1.0,29.0,,190.0,86.0,"6'5""",77.0,196.0,,,Hombrecher A.
h297,alistair-hunt,Alistair,Hunt,http://www.atpworldtour.com/en/players/alistair-hunt/h297/overview,NZL,,"Christchurch, New Zealand",1972.11.11,1972.0,11.0,11.0,,,,"6'3""",75.0,191.0,,,Hunt A.
h288,rene-hanak,Rene,Hanak,http://www.atpworldtour.com/en/players/rene-hanak/h288/overview,CZE,,,1973.05.04,1973.0,5.0,4.0,,,,,,,,,Hanak R.
h304,p-hagna,P.,Hagna,http://www.atpworldtour.com/en/players/p-hagna/h304/overview,NOR,,,,,,,,,,,,,,,Hagna P.
h305,bob-helmers,Bob,Helmers,http://www.atpworldtour.com/en/players/bob-helmers/h305/overview,USA,,,,,,,,,,,,,,,Helmers B.
h309,bobby-heald,Bobby,Heald,http://www.atpworldtour.com/en/players/bobby-heald/h309/overview,USA,,"Raleigh, NC, U.S.A.",,,,,,,,,,,,,Heald B.
h320,brett-hansen-dent,Brett,Hansen-Dent,http://www.atpworldtour.com/en/players/brett-hansen-dent/h320/overview,USA,,"Newport Beach, CA, U.S.A.",1972.07.02,1972.0,7.0,2.0,1995.0,170.0,77.0,"6'0""",72.0,183.0,,,Hansen-Dent B.
h322,mariano-hood,Mariano,Hood,http://www.atpworldtour.com/en/players/mariano-hood/h322/overview,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",1973.08.14,1973.0,8.0,14.0,1993.0,155.0,70.0,"5'10""",70.0,178.0,,,Hood M.
h331,marcus-hilpert,Marcus,Hilpert,http://www.atpworldtour.com/en/players/marcus-hilpert/h331/overview,GER,,,1971.07.01,1971.0,7.0,1.0,,,,,,,,,Hilpert M.
h329,min-kyu-han,Min-Kyu,Han,http://www.atpworldtour.com/en/players/min-kyu-han/h329/overview,KOR,,,1973.03.31,1973.0,3.0,31.0,,,,,,,,,Han M.
h334,david-hall,David,Hall,http://www.atpworldtour.com/en/players/david-hall/h334/overview,USA,,,,,,,,,,,,,,,Hall D.
h335,jerome-hanquez,Jerome,Hanquez,http://www.atpworldtour.com/en/players/jerome-hanquez/h335/overview,FRA,"Paris, France","Campagne les Meshin, France",1974.03.11,1974.0,3.0,11.0,1994.0,155.0,70.0,"6'1""",73.0,185.0,,,Hanquez J.
h336,tim-henman,Tim,Henman,http://www.atpworldtour.com/en/players/tim-henman/h336/overview,GBR,"London, England","Oxford, England",1974.09.06,1974.0,9.0,6.0,1993.0,170.0,77.0,"6'1""",73.0,185.0,Right-Handed,One-Handed Backhand,Henman T.
h340,chris-haggard,Chris,Haggard,http://www.atpworldtour.com/en/players/chris-haggard/h340/overview,RSA,"London, England","Pretoria, South Africa",1971.04.28,1971.0,4.0,28.0,1993.0,157.0,71.0,"5'10""",70.0,178.0,,,Haggard C.
h344,scott-humphries,Scott,Humphries,http://www.atpworldtour.com/en/players/scott-humphries/h344/overview,USA,"Tampa, FL, USA","Greeley, CO, USA",1976.05.26,1976.0,5.0,26.0,1995.0,180.0,82.0,"6'1""",73.0,185.0,,,Humphries S.
h354,paul-harsanyi,Paul,Harsanyi,http://www.atpworldtour.com/en/players/paul-harsanyi/h354/overview,USA,,,1974.12.30,1974.0,12.0,30.0,,,,,,,,,Harsanyi P.
h351,maxime-huard,Maxime,Huard,http://www.atpworldtour.com/en/players/maxime-huard/h351/overview,FRA,"Paris (Boulogne), France","Granville, France",1976.01.25,1976.0,1.0,25.0,1995.0,162.0,73.0,"5'11""",71.0,180.0,,,Huard M.
h349,michael-hill,Michael,Hill,http://www.atpworldtour.com/en/players/michael-hill/h349/overview,AUS,"Sydney, Australia","Sydney, Australia",1974.06.30,1974.0,6.0,30.0,1997.0,190.0,86.0,"6'2""",74.0,188.0,,,Hill M.
h355,tommy-haas,Tommy,Haas,http://www.atpworldtour.com/en/players/tommy-haas/h355/overview,GER,"Bradenton & Los Angeles, USA","Hamburg, Germany",1978.04.03,1978.0,4.0,3.0,1996.0,185.0,84.0,"6'2""",74.0,188.0,Right-Handed,One-Handed Backhand,Haas T.
h364,markus-hipfl,Markus,Hipfl,http://www.atpworldtour.com/en/players/markus-hipfl/h364/overview,AUT,"Monte Carlo, Monaco","Wels, Austria",1978.04.26,1978.0,4.0,26.0,1995.0,163.0,74.0,"5'10""",70.0,178.0,,,Hipfl M.
h365,ignacio-hirigoyen,Ignacio,Hirigoyen,http://www.atpworldtour.com/en/players/ignacio-hirigoyen/h365/overview,ARG,"Dallas, Texas, USA","Bahia Blanca, Argentina",1976.01.23,1976.0,1.0,23.0,1999.0,180.0,82.0,"6'0""",72.0,183.0,,,Hirigoyen I.
h366,markus-hantschk,Markus,Hantschk,http://www.atpworldtour.com/en/players/markus-hantschk/h366/overview,GER,"Bobrach, Germany","Dachau, Germany",1977.11.19,1977.0,11.0,19.0,1996.0,187.0,85.0,"6'2""",74.0,188.0,,,Hantschk M.
h377,dominik-hrbaty,Dominik,Hrbaty,http://www.atpworldtour.com/en/players/dominik-hrbaty/h377/overview,SVK,"Monte Carlo, Monaco","Bratislava, Slovakia",1978.01.04,1978.0,1.0,4.0,1996.0,175.0,79.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand,Hrbaty D.
h380,ivo-heuberger,Ivo,Heuberger,http://www.atpworldtour.com/en/players/ivo-heuberger/h380/overview,SUI,"Altstaetten, Switzerland","Altstaetten, Switzerland",1976.02.19,1976.0,2.0,19.0,1995.0,169.0,77.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,Heuberger I.
h369,christian-hill,Christian,Hill,http://www.atpworldtour.com/en/players/christian-hill/h369/overview,USA,,,1975.06.01,1975.0,6.0,1.0,,,,,,,,,Hill C.
h379,andres-schneiter,Andres,Schneiter,http://www.atpworldtour.com/en/players/andres-schneiter/h379/overview,ARG,,,1976.04.08,1976.0,4.0,8.0,,,,,,,,,Schneiter A.
h387,john-hui,John,Hui,http://www.atpworldtour.com/en/players/john-hui/h387/overview,HKG,,,1978.01.03,1978.0,1.0,3.0,,,,,,,,,Hui J.
h390,luis-horna,Luis,Horna,http://www.atpworldtour.com/en/players/luis-horna/h390/overview,PER,"Lima, Peru","Lima, Peru",1980.09.14,1980.0,9.0,14.0,1998.0,180.0,82.0,"5'11""",71.0,180.0,Right-Handed,One-Handed Backhand,Horna L.
h382,mathias-hellstrom,Mathias,Hellstrom,http://www.atpworldtour.com/en/players/mathias-hellstrom/h382/overview,SWE,,,1978.02.21,1978.0,2.0,21.0,,,,,,,,,Hellstrom M.
h385,amir-hadad,Amir,Hadad,http://www.atpworldtour.com/en/players/amir-hadad/h385/overview,ISR,"Ramie, Israel","Ramie, Israel",1978.02.17,1978.0,2.0,17.0,,195.0,88.0,"6'0""",72.0,183.0,,,Hadad A.
h391,diego-hipperdinger,Diego,Hipperdinger,http://www.atpworldtour.com/en/players/diego-hipperdinger/h391/overview,ESP,,,1977.01.17,1977.0,1.0,17.0,,,,,,,,,Hipperdinger D.
h421,paul-hanley,Paul,Hanley,http://www.atpworldtour.com/en/players/paul-hanley/h421/overview,AUS,"Sutton, Surrey, England","Melbourne, Australia",1977.11.12,1977.0,11.0,12.0,1997.0,168.0,76.0,"6'0""",72.0,183.0,,,Hanley P.
h419,johan-hede,Johan,Hede,http://www.atpworldtour.com/en/players/johan-hede/h419/overview,SWE,,,1974.07.10,1974.0,7.0,10.0,,,,,,,,,Hede J.
h431,nathan-healey,Nathan,Healey,http://www.atpworldtour.com/en/players/nathan-healey/h431/overview,AUS,"Gosford, Australia","Gosford, Australia",1980.02.27,1980.0,2.0,27.0,1998.0,180.0,82.0,"5'11""",71.0,180.0,,,Healey N.
h432,lleyton-hewitt,Lleyton,Hewitt,http://www.atpworldtour.com/en/players/lleyton-hewitt/h432/overview,AUS,"Melbourne, Australia","Adelaide, Australia",1981.02.24,1981.0,2.0,24.0,1998.0,170.0,77.0,"5'10""",70.0,178.0,Right-Handed,Two-Handed Backhand,Hewitt L.
h435,jerome-haehnel,Jerome,Haehnel,http://www.atpworldtour.com/en/players/jerome-haehnel/h435/overview,FRA,"Paris, France","Mulhouse, France",1980.07.14,1980.0,7.0,14.0,1998.0,172.0,78.0,"6'1""",73.0,185.0,,,Haehnel J.
h442,jan-hernych,Jan,Hernych,http://www.atpworldtour.com/en/players/jan-hernych/h442/overview,CZE,"Prague, Czech Republic","Prague, Czech Republic",1979.07.07,1979.0,7.0,7.0,1998.0,182.0,83.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,Hernych J.
